"scientificname","group","basetree","Species_Name","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"Lonchophylla concava","Mammals","mammaltree","Lonchophylla_concava","Lonchophylla_concava_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Lonchophylla dekeyseri","Mammals","mammaltree","Lonchophylla_dekeyseri","Lonchophylla_dekeyseri_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_dekeyseri",0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchophylla fornicata","Mammals","mammaltree","Lonchophylla_fornicata","Lonchophylla_fornicata_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchophylla handleyi","Mammals","mammaltree","Lonchophylla_handleyi","Lonchophylla_handleyi_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_handleyi",2,0,"sampled","PC16_PhyllostomidRelated"
"Lonchophylla hesperia","Mammals","mammaltree","Lonchophylla_hesperia","Lonchophylla_hesperia_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_hesperia",1,0,"sampled","PC16_PhyllostomidRelated"
"Lonchophylla inexpectata","Mammals","mammaltree","Lonchophylla_inexpectata","Lonchophylla_inexpectata_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchophylla mordax","Mammals","mammaltree","Lonchophylla_mordax","Lonchophylla_mordax_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_mordax",4,0,"sampled","PC16_PhyllostomidRelated"
"Lonchophylla orcesi","Mammals","mammaltree","Lonchophylla_orcesi","Lonchophylla_orcesi_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchophylla orienticollina","Mammals","mammaltree","Lonchophylla_orienticollina","Lonchophylla_orienticollina_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Lonchophylla peracchii","Mammals","mammaltree","Lonchophylla_peracchii","Lonchophylla_peracchii_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchophylla robusta","Mammals","mammaltree","Lonchophylla_robusta","Lonchophylla_robusta_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_robusta",8,0,"sampled","PC16_PhyllostomidRelated"
"Lonchophylla thomasi","Mammals","mammaltree","Lonchophylla_thomasi","Lonchophylla_thomasi_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_thomasi",0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchorhina aurita","Mammals","mammaltree","Lonchorhina_aurita","Lonchorhina_aurita_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_aurita",5,0,"sampled","PC16_PhyllostomidRelated"
"Lonchorhina fernandezi","Mammals","mammaltree","Lonchorhina_fernandezi","Lonchorhina_fernandezi_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_fernandezi",0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchorhina inusitata","Mammals","mammaltree","Lonchorhina_inusitata","Lonchorhina_inusitata_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_inusitata",1,0,"sampled","PC16_PhyllostomidRelated"
"Lonchorhina marinkellei","Mammals","mammaltree","Lonchorhina_marinkellei","Lonchorhina_marinkellei_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_marinkellei",0,0,"imputed","PC16_PhyllostomidRelated"
"Lonchorhina orinocensis","Mammals","mammaltree","Lonchorhina_orinocensis","Lonchorhina_orinocensis_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_orinocensis",4,0,"sampled","PC16_PhyllostomidRelated"
"Lophostoma aequatorialis","Mammals","mammaltree","Lophostoma_aequatorialis","Lophostoma_aequatorialis_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Lophostoma brasiliense","Mammals","mammaltree","Lophostoma_brasiliense","Lophostoma_brasiliense_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_brasiliense",7,0,"sampled","PC16_PhyllostomidRelated"
"Lophostoma carrikeri","Mammals","mammaltree","Lophostoma_carrikeri","Lophostoma_carrikeri_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_carrikeri",6,0,"sampled","PC16_PhyllostomidRelated"
"Lophostoma evotis","Mammals","mammaltree","Lophostoma_evotis","Lophostoma_evotis_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_evotis",4,0,"sampled","PC16_PhyllostomidRelated"
"Lophostoma kalkoae","Mammals","mammaltree","Lophostoma_kalkoae","Lophostoma_kalkoae_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Lophostoma schulzi","Mammals","mammaltree","Lophostoma_schulzi","Lophostoma_schulzi_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_schulzi",6,0,"sampled","PC16_PhyllostomidRelated"
"Lophostoma silvicolum","Mammals","mammaltree","Lophostoma_silvicolum","Lophostoma_silvicolum_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_silvicolum",12,0,"sampled","PC16_PhyllostomidRelated"
"Lophostoma yasuni","Mammals","mammaltree","Lophostoma_yasuni","Lophostoma_yasuni_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Macroderma gigas","Mammals","mammaltree","Macroderma_gigas","Macroderma_gigas_MEGADERMATIDAE_CHIROPTERA","Macroderma","MEGADERMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Macroderma_gigas",17,0,"sampled","PC19_Yinpterochiroptera"
"Macroglossus minimus","Mammals","mammaltree","Macroglossus_minimus","Macroglossus_minimus_PTEROPODIDAE_CHIROPTERA","Macroglossus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Macroglossus_minimus",7,0,"sampled","PC19_Yinpterochiroptera"
"Macroglossus sobrinus","Mammals","mammaltree","Macroglossus_sobrinus","Macroglossus_sobrinus_PTEROPODIDAE_CHIROPTERA","Macroglossus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Macroglossus_sobrinus",6,0,"sampled","PC19_Yinpterochiroptera"
"Macrophyllum macrophyllum","Mammals","mammaltree","Macrophyllum_macrophyllum","Macrophyllum_macrophyllum_PHYLLOSTOMIDAE_CHIROPTERA","Macrophyllum","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Macrophyllum_macrophyllum",5,0,"sampled","PC16_PhyllostomidRelated"
"Macrotus californicus","Mammals","mammaltree","Macrotus_californicus","Macrotus_californicus_PHYLLOSTOMIDAE_CHIROPTERA","Macrotus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Macrotus_californicus",5,0,"sampled","PC16_PhyllostomidRelated"
"Macrotus waterhousii","Mammals","mammaltree","Macrotus_waterhousii","Macrotus_waterhousii_PHYLLOSTOMIDAE_CHIROPTERA","Macrotus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Macrotus_waterhousii",8,0,"sampled","PC16_PhyllostomidRelated"
"Megaderma lyra","Mammals","mammaltree","Megaderma_lyra","Megaderma_lyra_MEGADERMATIDAE_CHIROPTERA","Megaderma","MEGADERMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaderma_lyra",27,0,"sampled","PC19_Yinpterochiroptera"
"Megaderma spasma","Mammals","mammaltree","Megaderma_spasma","Megaderma_spasma_MEGADERMATIDAE_CHIROPTERA","Megaderma","MEGADERMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaderma_spasma",11,0,"sampled","PC19_Yinpterochiroptera"
"Megaerops ecaudatus","Mammals","mammaltree","Megaerops_ecaudatus","Megaerops_ecaudatus_PTEROPODIDAE_CHIROPTERA","Megaerops","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaerops_ecaudatus",5,0,"sampled","PC19_Yinpterochiroptera"
"Megaerops kusnotoi","Mammals","mammaltree","Megaerops_kusnotoi","Megaerops_kusnotoi_PTEROPODIDAE_CHIROPTERA","Megaerops","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaerops_kusnotoi",6,0,"sampled","PC19_Yinpterochiroptera"
"Megaerops niphanae","Mammals","mammaltree","Megaerops_niphanae","Megaerops_niphanae_PTEROPODIDAE_CHIROPTERA","Megaerops","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaerops_niphanae",2,0,"sampled","PC19_Yinpterochiroptera"
"Megaerops wetmorei","Mammals","mammaltree","Megaerops_wetmorei","Megaerops_wetmorei_PTEROPODIDAE_CHIROPTERA","Megaerops","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaerops_wetmorei",5,0,"sampled","PC19_Yinpterochiroptera"
"Megaloglossus azagnyi","Mammals","mammaltree","Megaloglossus_azagnyi","Megaloglossus_azagnyi_PTEROPODIDAE_CHIROPTERA","Megaloglossus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,2,0,"sampled","PC19_Yinpterochiroptera"
"Megaloglossus woermanni","Mammals","mammaltree","Megaloglossus_woermanni","Megaloglossus_woermanni_PTEROPODIDAE_CHIROPTERA","Megaloglossus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Megaloglossus_woermanni",5,0,"sampled","PC19_Yinpterochiroptera"
"Melonycteris fardoulisi","Mammals","mammaltree","Melonycteris_fardoulisi","Melonycteris_fardoulisi_PTEROPODIDAE_CHIROPTERA","Melonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Melonycteris_fardoulisi",6,0,"sampled","PC19_Yinpterochiroptera"
"Melonycteris melanops","Mammals","mammaltree","Melonycteris_melanops","Melonycteris_melanops_PTEROPODIDAE_CHIROPTERA","Melonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Melonycteris_melanops",6,0,"sampled","PC19_Yinpterochiroptera"
"Melonycteris woodfordi","Mammals","mammaltree","Melonycteris_woodfordi","Melonycteris_woodfordi_PTEROPODIDAE_CHIROPTERA","Melonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Melonycteris_woodfordi",2,0,"sampled","PC19_Yinpterochiroptera"
"Mesophylla macconnelli","Mammals","mammaltree","Mesophylla_macconnelli","Mesophylla_macconnelli_PHYLLOSTOMIDAE_CHIROPTERA","Mesophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mesophylla_macconnelli",4,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris brosseti","Mammals","mammaltree","Micronycteris_brosseti","Micronycteris_brosseti_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_brosseti",2,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris buriri","Mammals","mammaltree","Micronycteris_buriri","Micronycteris_buriri_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris giovanniae","Mammals","mammaltree","Micronycteris_giovanniae","Micronycteris_giovanniae_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris hirsuta","Mammals","mammaltree","Micronycteris_hirsuta","Micronycteris_hirsuta_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_hirsuta",5,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris matses","Mammals","mammaltree","Micronycteris_matses","Micronycteris_matses_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_matses",5,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris megalotis","Mammals","mammaltree","Micronycteris_megalotis","Micronycteris_megalotis_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_megalotis",10,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris microtis","Mammals","mammaltree","Micronycteris_microtis","Micronycteris_microtis_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_microtis",11,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris minuta","Mammals","mammaltree","Micronycteris_minuta","Micronycteris_minuta_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_minuta",6,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris sanborni","Mammals","mammaltree","Micronycteris_sanborni","Micronycteris_sanborni_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_sanborni",0,0,"imputed","PC16_PhyllostomidRelated"
"Micronycteris schmidtorum","Mammals","mammaltree","Micronycteris_schmidtorum","Micronycteris_schmidtorum_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_schmidtorum",6,0,"sampled","PC16_PhyllostomidRelated"
"Micronycteris yatesi","Mammals","mammaltree","Micronycteris_yatesi","Micronycteris_yatesi_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Micropteropus intermedius","Mammals","mammaltree","Micropteropus_intermedius","Micropteropus_intermedius_PTEROPODIDAE_CHIROPTERA","Micropteropus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Micropteropus_intermedius",0,0,"imputed","PC19_Yinpterochiroptera"
"Micropteropus pusillus","Mammals","mammaltree","Micropteropus_pusillus","Micropteropus_pusillus_PTEROPODIDAE_CHIROPTERA","Micropteropus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Micropteropus_pusillus",6,0,"sampled","PC19_Yinpterochiroptera"
"Mimetillus moloneyi","Mammals","mammaltree","Mimetillus_moloneyi","Mimetillus_moloneyi_VESPERTILIONIDAE_CHIROPTERA","Mimetillus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimetillus_moloneyi",0,0,"imputed","PC17_VespertilionidRelated"
"Mimon bennettii","Mammals","mammaltree","Mimon_bennettii","Mimon_bennettii_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_bennettii",1,0,"sampled","PC16_PhyllostomidRelated"
"Mimon cozumelae","Mammals","mammaltree","Mimon_cozumelae","Mimon_cozumelae_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_cozumelae",3,0,"sampled","PC16_PhyllostomidRelated"
"Mimon crenulatum","Mammals","mammaltree","Mimon_crenulatum","Mimon_crenulatum_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_crenulatum",5,0,"sampled","PC16_PhyllostomidRelated"
"Mimon koepckeae","Mammals","mammaltree","Mimon_koepckeae","Mimon_koepckeae_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_koepckeae",0,0,"imputed","PC16_PhyllostomidRelated"
"Miniopterus aelleni","Mammals","mammaltree","Miniopterus_aelleni","Miniopterus_aelleni_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus ambohitrensis","Mammals","mammaltree","Miniopterus_ambohitrensis","Miniopterus_ambohitrensis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Miniopterus australis","Mammals","mammaltree","Miniopterus_australis","Miniopterus_australis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_australis",5,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus brachytragos","Mammals","mammaltree","Miniopterus_brachytragos","Miniopterus_brachytragos_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Miniopterus egeri","Mammals","mammaltree","Miniopterus_egeri","Miniopterus_egeri_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Miniopterus fraterculus","Mammals","mammaltree","Miniopterus_fraterculus","Miniopterus_fraterculus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_fraterculus",14,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus fuliginosus","Mammals","mammaltree","Miniopterus_fuliginosus","Miniopterus_fuliginosus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus fuscus","Mammals","mammaltree","Miniopterus_fuscus","Miniopterus_fuscus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_fuscus",2,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus gleni","Mammals","mammaltree","Miniopterus_gleni","Miniopterus_gleni_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_gleni",1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus griffithsi","Mammals","mammaltree","Miniopterus_griffithsi","Miniopterus_griffithsi_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus griveaudi","Mammals","mammaltree","Miniopterus_griveaudi","Miniopterus_griveaudi_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus inflatus","Mammals","mammaltree","Miniopterus_inflatus","Miniopterus_inflatus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_inflatus",5,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus macrocneme","Mammals","mammaltree","Miniopterus_macrocneme","Miniopterus_macrocneme_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_macrocneme",1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus maghrebensis","Mammals","mammaltree","Miniopterus_maghrebensis","Miniopterus_maghrebensis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Miniopterus magnater","Mammals","mammaltree","Miniopterus_magnater","Miniopterus_magnater_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_magnater",3,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus mahafaliensis","Mammals","mammaltree","Miniopterus_mahafaliensis","Miniopterus_mahafaliensis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Miniopterus majori","Mammals","mammaltree","Miniopterus_majori","Miniopterus_majori_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_majori",1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus manavi","Mammals","mammaltree","Miniopterus_manavi","Miniopterus_manavi_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_manavi",10,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus medius","Mammals","mammaltree","Miniopterus_medius","Miniopterus_medius_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_medius",1,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus minor","Mammals","mammaltree","Miniopterus_minor","Miniopterus_minor_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_minor",3,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus mossambicus","Mammals","mammaltree","Miniopterus_mossambicus","Miniopterus_mossambicus_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Miniopterus natalensis","Mammals","mammaltree","Miniopterus_natalensis","Miniopterus_natalensis_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Miniopterus_natalensis",9,0,"sampled","PC17_VespertilionidRelated"
"Miniopterus newtoni","Mammals","mammaltree","Miniopterus_newtoni","Miniopterus_newtoni_VESPERTILIONIDAE_CHIROPTERA","Miniopterus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
